month,maxTemp,minTemp,meanTemp,rainfall
1,,,,11.1
2,,,,18.8
3,,,,54.1
4,,,,103.5
5,,,,155.4
6,,,,298.2
7,,,,150.6
8,,,,61.6
9,,,,162.4
10,,,,140.6
11,,,,31.6
12,,,,6.2
